Query Molecule,Canonicalization,Rank,Pubchem,Patent
LSD,RDKIT Atom n,7,https://pubchem.ncbi.nlm.nih.gov/compound/58459676,https://pubchem.ncbi.nlm.nih.gov/patent/US-9730923-B2
LSD,RDKIT Atom n,8,https://pubchem.ncbi.nlm.nih.gov/compound/4371364,n/a
LSD,RDKIT Atom n,9,https://pubchem.ncbi.nlm.nih.gov/compound/67821466,n/a
LSD,RDKIT Atom n,10,https://pubchem.ncbi.nlm.nih.gov/compound/68168631,https://patents.google.com/patent/US10584099B2/en
LSD,RDKIT Atom n,11,https://pubchem.ncbi.nlm.nih.gov/compound/56989523,n/a
LSD,RDKIT Atom n,12,https://pubchem.ncbi.nlm.nih.gov/compound/101648098,n/a
LSD,RDKIT Atom n,13,https://pubchem.ncbi.nlm.nih.gov/compound/23621001,n/a
LSD,RDKIT Atom n,14,https://pubchem.ncbi.nlm.nih.gov/compound/88840811,n/a
LSD,RDKIT Atom n,15,https://pubchem.ncbi.nlm.nih.gov/compound/8882005,n/a
LSD,RDKIT Atom n,16,https://pubchem.ncbi.nlm.nih.gov/compound/56843556,n/a
LSD,RDKIT Atom n,17,https://pubchem.ncbi.nlm.nih.gov/compound/123178010,https://patents.google.com/patent/US20120177730A1
LSD,RDKIT Atom n,18,https://pubchem.ncbi.nlm.nih.gov/compound/101872812,n/a
LSD,RDKIT Atom n,19,https://pubchem.ncbi.nlm.nih.gov/compound/126638676,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2017033019-A1
LSD,RDKIT Atom n,20,https://pubchem.ncbi.nlm.nih.gov/compound/57240530,https://pubchem.ncbi.nlm.nih.gov/patent/US-5037832-A
LSD,OEChem,1,https://pubchem.ncbi.nlm.nih.gov/compound/89651741,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2794606-A1
LSD,OEChem,2,https://pubchem.ncbi.nlm.nih.gov/compound/89705589,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2013107856-A1
LSD,OEChem,3,https://pubchem.ncbi.nlm.nih.gov/compound/3938,many
LSD,OEChem,4,https://pubchem.ncbi.nlm.nih.gov/compound/135838366,https://pubchem.ncbi.nlm.nih.gov/patent/US-4696928-A
LSD,OEChem,5,https://pubchem.ncbi.nlm.nih.gov/compound/129198569,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2888252-B1
LSD,OEChem,6,https://pubchem.ncbi.nlm.nih.gov/compound/88368790,https://patents.google.com/patent/JPH0920755A/en
LSD,OEChem,7,https://pubchem.ncbi.nlm.nih.gov/compound/89651520,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2794606-A1
LSD,OEChem,8,https://pubchem.ncbi.nlm.nih.gov/compound/18634859,https://pubchem.ncbi.nlm.nih.gov/patent/US-4866057-A
LSD,OEChem,9,https://pubchem.ncbi.nlm.nih.gov/compound/9884289,n/a
LSD,OEChem,10,https://pubchem.ncbi.nlm.nih.gov/compound/19850770,https://pubchem.ncbi.nlm.nih.gov/patent/US-4866057-A
LSD,OEChem,11,https://pubchem.ncbi.nlm.nih.gov/compound/129029504,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2017061957-A1
LSD,OEChem,12,https://pubchem.ncbi.nlm.nih.gov/compound/69959271,https://patents.google.com/patent/US5126448A
LSD,OEChem,13,https://pubchem.ncbi.nlm.nih.gov/compound/23815464,n/a
LSD,OEChem,14,https://pubchem.ncbi.nlm.nih.gov/compound/10621020,https://pubmed.ncbi.nlm.nih.gov/10052975/
LSD,OEChem,15,https://pubchem.ncbi.nlm.nih.gov/compound/56988771,many
LSD,OEChem,16,https://pubchem.ncbi.nlm.nih.gov/compound/42609829,https://www.nature.com/articles/nchembio.188
LSD,OEChem,17,https://pubchem.ncbi.nlm.nih.gov/compound/123495938,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2013068470-A1#section=Abstract
LSD,OEChem,18,https://pubchem.ncbi.nlm.nih.gov/compound/45124493,n/a
LSD,OEChem,19,https://pubchem.ncbi.nlm.nih.gov/compound/13770164,many
LSD,OEChem,20,https://pubchem.ncbi.nlm.nih.gov/compound/67563282,https://pubchem.ncbi.nlm.nih.gov/patent/US-2010004226-A1#section=Abstract
Fentanyl,RDKit Atom 0,1,https://pubchem.ncbi.nlm.nih.gov/compound/210867,Bioassay
Fentanyl,RDKit Atom 0,2,https://pubchem.ncbi.nlm.nih.gov/compound/101682792,n/a
Fentanyl,RDKit Atom 0,3,https://pubchem.ncbi.nlm.nih.gov/compound/61996,many
Fentanyl,RDKit Atom 0,4,https://pubchem.ncbi.nlm.nih.gov/compound/619324,n/a
Fentanyl,RDKit Atom 0,5,https://pubchem.ncbi.nlm.nih.gov/compound/21496449,https://pubchem.ncbi.nlm.nih.gov/patent/US-3993762-A
Fentanyl,RDKit Atom 0,6,https://pubchem.ncbi.nlm.nih.gov/compound/7365707,n/a
Fentanyl,RDKit Atom 0,7,https://pubchem.ncbi.nlm.nih.gov/compound/12666095,Bioassay
Fentanyl,RDKit Atom 0,8,https://pubchem.ncbi.nlm.nih.gov/compound/451052,n/a
Fentanyl,RDKit Atom 0,9,https://pubchem.ncbi.nlm.nih.gov/compound/85863080,n/a
Fentanyl,RDKit Atom 0,10,https://pubchem.ncbi.nlm.nih.gov/compound/129522083,n/a
Fentanyl,RDKit Atom 0,11,https://pubchem.ncbi.nlm.nih.gov/compound/21951518,https://pubchem.ncbi.nlm.nih.gov/patent/US-2014336214-A1
Fentanyl,RDKit Atom 0,12,https://pubchem.ncbi.nlm.nih.gov/compound/20068771,https://pubchem.ncbi.nlm.nih.gov/patent/US-5100903-A
Fentanyl,RDKit Atom 0,13,https://pubchem.ncbi.nlm.nih.gov/compound/10499027,n/a
Fentanyl,RDKit Atom 0,14,https://pubchem.ncbi.nlm.nih.gov/compound/12741855,Bioassay
Fentanyl,RDKit Atom 0,15,https://pubchem.ncbi.nlm.nih.gov/compound/133809799,n/a
Fentanyl,RDKit Atom 0,16,https://pubchem.ncbi.nlm.nih.gov/compound/19902260,https://pubchem.ncbi.nlm.nih.gov/patent/US-5100903-A
Fentanyl,RDKit Atom 0,17,https://pubchem.ncbi.nlm.nih.gov/compound/55456487,n/a
Fentanyl,RDKit Atom 0,18,https://pubchem.ncbi.nlm.nih.gov/compound/113074725,n/a
Fentanyl,RDKit Atom 0,19,https://pubchem.ncbi.nlm.nih.gov/compound/101682787,n/a
Fentanyl,RDKit Atom 0,20,https://pubchem.ncbi.nlm.nih.gov/compound/46048033,n/a
Fentanyl,RDKIT Atom n,1,https://pubchem.ncbi.nlm.nih.gov/compound/46044596,n/a
Fentanyl,RDKIT Atom n,2,https://pubchem.ncbi.nlm.nih.gov/compound/22503272,https://pubchem.ncbi.nlm.nih.gov/patent/US-2004204421-A1
Fentanyl,RDKIT Atom n,3,https://pubchem.ncbi.nlm.nih.gov/compound/12298017,https://pubchem.ncbi.nlm.nih.gov/patent/US-4179569-A
Fentanyl,RDKIT Atom n,4,https://pubchem.ncbi.nlm.nih.gov/compound/15075634,n/a
Fentanyl,RDKIT Atom n,5,https://pubchem.ncbi.nlm.nih.gov/compound/71258753,https://patents.google.com/patent/WO2013024291A2
Fentanyl,RDKIT Atom n,6,https://pubchem.ncbi.nlm.nih.gov/compound/57919355,https://pubchem.ncbi.nlm.nih.gov/patent/US-2003236259-A1
Fentanyl,RDKIT Atom n,7,https://pubchem.ncbi.nlm.nih.gov/compound/91753695,n/a
Fentanyl,RDKIT Atom n,8,https://pubchem.ncbi.nlm.nih.gov/compound/110408477,n/a
Fentanyl,RDKIT Atom n,9,https://pubchem.ncbi.nlm.nih.gov/compound/57919390,https://pubchem.ncbi.nlm.nih.gov/patent/US-2003236259-A1
Fentanyl,RDKIT Atom n,10,https://pubchem.ncbi.nlm.nih.gov/compound/120540,Bioassay
Fentanyl,RDKIT Atom n,11,https://pubchem.ncbi.nlm.nih.gov/compound/46044468,n/a
Fentanyl,RDKIT Atom n,12,https://pubchem.ncbi.nlm.nih.gov/compound/133342710,n/a
Fentanyl,RDKIT Atom n,13,https://pubchem.ncbi.nlm.nih.gov/compound/133316530,n/a
Fentanyl,RDKIT Atom n,14,https://pubchem.ncbi.nlm.nih.gov/compound/133282119,n/a
Fentanyl,RDKIT Atom n,15,https://pubchem.ncbi.nlm.nih.gov/compound/68820800,https://pubchem.ncbi.nlm.nih.gov/patent/US-2006122187-A1
Fentanyl,RDKIT Atom n,16,https://pubchem.ncbi.nlm.nih.gov/compound/60716433,https://pubchem.ncbi.nlm.nih.gov/patent/US-8420657-B2
Fentanyl,RDKIT Atom n,17,https://pubchem.ncbi.nlm.nih.gov/compound/90268870,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2014102590-A1
Fentanyl,RDKIT Atom n,18,https://pubchem.ncbi.nlm.nih.gov/compound/46208762,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2010057833-A1
Fentanyl,RDKIT Atom n,19,https://pubchem.ncbi.nlm.nih.gov/compound/23961496,n/a
Fentanyl,RDKIT Atom n,20,https://pubchem.ncbi.nlm.nih.gov/compound/46213640,https://pubchem.ncbi.nlm.nih.gov/patent/KR-100990872-B1
Fentanyl,OEChem,1,https://pubchem.ncbi.nlm.nih.gov/compound/123511870,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2012113860-A2
Fentanyl,OEChem,2,https://pubchem.ncbi.nlm.nih.gov/compound/87843970,https://pubchem.ncbi.nlm.nih.gov/patent/US-7074779-B2
Fentanyl,OEChem,3,https://pubchem.ncbi.nlm.nih.gov/compound/57150779,https://pubchem.ncbi.nlm.nih.gov/patent/WO-9740051-A1
Fentanyl,OEChem,4,https://pubchem.ncbi.nlm.nih.gov/compound/57343443,n/a
Fentanyl,OEChem,5,https://pubchem.ncbi.nlm.nih.gov/compound/19769681,https://pubchem.ncbi.nlm.nih.gov/patent/US-5202333-A
Fentanyl,OEChem,6,https://pubchem.ncbi.nlm.nih.gov/compound/53890204,https://patents.google.com/patent/US4616023A
Fentanyl,OEChem,7,https://pubchem.ncbi.nlm.nih.gov/compound/130393870,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2797921-B1
Fentanyl,OEChem,8,https://pubchem.ncbi.nlm.nih.gov/compound/123921833,https://patents.google.com/patent/WO2013127266A1
Fentanyl,OEChem,9,https://pubchem.ncbi.nlm.nih.gov/compound/88122657,https://patents.google.com/patent/US4885278A/en
Fentanyl,OEChem,10,https://pubchem.ncbi.nlm.nih.gov/compound/70137168,https://pubchem.ncbi.nlm.nih.gov/patent/WO-9965910-A1
Fentanyl,OEChem,11,https://pubchem.ncbi.nlm.nih.gov/compound/70633255,https://patents.google.com/patent/US4054569A
Fentanyl,OEChem,12,https://pubchem.ncbi.nlm.nih.gov/compound/123142262,https://patents.google.com/patent/WO2012006321A2
Fentanyl,OEChem,13,https://pubchem.ncbi.nlm.nih.gov/compound/74349214,n/a
Fentanyl,OEChem,14,https://pubchem.ncbi.nlm.nih.gov/compound/88208824,https://patents.google.com/patent/WO2000042045A2
Fentanyl,OEChem,15,https://pubchem.ncbi.nlm.nih.gov/compound/100937756,n/a
Fentanyl,OEChem,16,https://pubchem.ncbi.nlm.nih.gov/compound/70204314,https://patents.google.com/patent/EP0820450B1
Fentanyl,OEChem,17,https://pubchem.ncbi.nlm.nih.gov/compound/68869271,https://pubchem.ncbi.nlm.nih.gov/patent/US-2009143392-A1#section=Full-Text
Fentanyl,OEChem,18,https://pubchem.ncbi.nlm.nih.gov/compound/18597963,https://pubchem.ncbi.nlm.nih.gov/patent/US-4515949-A
Fentanyl,OEChem,19,https://pubchem.ncbi.nlm.nih.gov/compound/163122578,n/a
Fentanyl,OEChem,20,https://pubchem.ncbi.nlm.nih.gov/compound/88209026,https://patents.google.com/patent/WO2000042045A2
Acid Blue 25,RDKit Atom 0,1,https://pubchem.ncbi.nlm.nih.gov/compound/53758252,https://pubchem.ncbi.nlm.nih.gov/patent/US-3963763-A
Acid Blue 25,RDKit Atom 0,2,https://pubchem.ncbi.nlm.nih.gov/compound/91935116,n/a
Acid Blue 25,RDKit Atom 0,3,https://pubchem.ncbi.nlm.nih.gov/compound/20314677,https://pubchem.ncbi.nlm.nih.gov/patent/US-RE29724-E
Acid Blue 25,RDKit Atom 0,4,https://pubchem.ncbi.nlm.nih.gov/compound/28468134,https://patents.google.com/patent/US3211755A
Acid Blue 25,RDKit Atom 0,5,https://pubchem.ncbi.nlm.nih.gov/compound/123191991,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2012035122-A1
Acid Blue 25,RDKit Atom 0,6,https://pubchem.ncbi.nlm.nih.gov/compound/88847454,https://pubchem.ncbi.nlm.nih.gov/patent/US-3763159-A
Acid Blue 25,RDKit Atom 0,7,https://pubchem.ncbi.nlm.nih.gov/compound/80836,https://patents.google.com/patent/US5385842A
Acid Blue 25,RDKit Atom 0,8,https://pubchem.ncbi.nlm.nih.gov/compound/23316284,https://pubchem.ncbi.nlm.nih.gov/patent/US-4596666-A
Acid Blue 25,RDKit Atom 0,9,https://pubchem.ncbi.nlm.nih.gov/compound/117662018,https://pubchem.ncbi.nlm.nih.gov/patent/US-9228063-B2
Acid Blue 25,RDKit Atom 0,10,https://pubchem.ncbi.nlm.nih.gov/compound/118582126,https://pubchem.ncbi.nlm.nih.gov/patent/US-2021060995-A1
Acid Blue 25,RDKit Atom 0,11,https://pubchem.ncbi.nlm.nih.gov/compound/3100898,https://pubchem.ncbi.nlm.nih.gov/patent/US-4191566-A
Acid Blue 25,RDKit Atom 0,12,https://pubchem.ncbi.nlm.nih.gov/compound/23454406,https://pubchem.ncbi.nlm.nih.gov/patent/US-4276213-A
Acid Blue 25,RDKit Atom 0,13,https://pubchem.ncbi.nlm.nih.gov/compound/20136182,https://pubchem.ncbi.nlm.nih.gov/patent/US-4749521-A
Acid Blue 25,RDKit Atom 0,14,https://pubchem.ncbi.nlm.nih.gov/compound/12260350,https://pubchem.ncbi.nlm.nih.gov/patent/CN-103965648-A
Acid Blue 25,RDKit Atom 0,15,https://pubchem.ncbi.nlm.nih.gov/compound/57573599,https://pubchem.ncbi.nlm.nih.gov/patent/US-2009166583-A1
Acid Blue 25,RDKit Atom 0,16,https://pubchem.ncbi.nlm.nih.gov/compound/19083394,https://pubchem.ncbi.nlm.nih.gov/patent/US-5759211-A
Acid Blue 25,RDKit Atom 0,17,https://pubchem.ncbi.nlm.nih.gov/compound/154153477,https://pubchem.ncbi.nlm.nih.gov/patent/US-3324150-A
Acid Blue 25,RDKit Atom 0,18,https://pubchem.ncbi.nlm.nih.gov/compound/21195065,https://pubchem.ncbi.nlm.nih.gov/patent/US-5973038-A
Acid Blue 25,RDKit Atom 0,19,https://pubchem.ncbi.nlm.nih.gov/compound/5027999,n/a
Acid Blue 25,RDKit Atom 0,20,https://pubchem.ncbi.nlm.nih.gov/compound/129772523,https://link.springer.com/article/10.1134/S0026261713040140
Acid Blue 25,RDKIT Atom n,1,https://pubchem.ncbi.nlm.nih.gov/compound/16205090,https://pubchem.ncbi.nlm.nih.gov/patent/DE-1644589-B2
Acid Blue 25,RDKIT Atom n,2,https://pubchem.ncbi.nlm.nih.gov/compound/59123478,https://pubchem.ncbi.nlm.nih.gov/patent/US-2003231237-A1
Acid Blue 25,RDKIT Atom n,3,https://pubchem.ncbi.nlm.nih.gov/compound/66487,https://pubchem.ncbi.nlm.nih.gov/patent/US-6140517-A
Acid Blue 25,RDKIT Atom n,4,https://pubchem.ncbi.nlm.nih.gov/compound/22975881,https://pubchem.ncbi.nlm.nih.gov/patent/US-2003110581-A1
Acid Blue 25,RDKIT Atom n,5,https://pubchem.ncbi.nlm.nih.gov/compound/71451728,n/a
Acid Blue 25,RDKIT Atom n,6,https://pubchem.ncbi.nlm.nih.gov/compound/70619779,https://pubchem.ncbi.nlm.nih.gov/patent/US-4128396-A
Acid Blue 25,RDKIT Atom n,7,https://pubchem.ncbi.nlm.nih.gov/compound/89357654,https://patents.google.com/patent/WO2007053227A1
Acid Blue 25,RDKIT Atom n,8,https://pubchem.ncbi.nlm.nih.gov/compound/101530693,n/a
Acid Blue 25,RDKIT Atom n,9,https://pubchem.ncbi.nlm.nih.gov/compound/91433520,https://pubmed.ncbi.nlm.nih.gov/20875748/
Acid Blue 25,RDKIT Atom n,10,https://pubchem.ncbi.nlm.nih.gov/compound/22918414,https://pubchem.ncbi.nlm.nih.gov/patent/US-5663336-A
Acid Blue 25,RDKIT Atom n,11,https://pubchem.ncbi.nlm.nih.gov/compound/134848698,n/a
Acid Blue 25,RDKIT Atom n,12,https://pubchem.ncbi.nlm.nih.gov/compound/5483103,https://pubchem.ncbi.nlm.nih.gov/patent/US-2015225584-A1
Acid Blue 25,RDKIT Atom n,13,https://pubchem.ncbi.nlm.nih.gov/compound/86048149,n/a
Acid Blue 25,RDKIT Atom n,14,https://pubchem.ncbi.nlm.nih.gov/compound/137212270,n/a
Acid Blue 25,RDKIT Atom n,15,https://pubchem.ncbi.nlm.nih.gov/compound/1727626,n/a
Acid Blue 25,RDKIT Atom n,16,https://pubchem.ncbi.nlm.nih.gov/compound/101530913,n/a
Acid Blue 25,RDKIT Atom n,17,https://pubchem.ncbi.nlm.nih.gov/compound/105919,n/a
Acid Blue 25,RDKIT Atom n,18,https://pubchem.ncbi.nlm.nih.gov/compound/1992311,n/a
Acid Blue 25,RDKIT Atom n,19,https://pubchem.ncbi.nlm.nih.gov/compound/1914542,n/a
Acid Blue 25,RDKIT Atom n,20,https://pubchem.ncbi.nlm.nih.gov/compound/117567,https://pubchem.ncbi.nlm.nih.gov/patent/JP-2009072919-A
Acid Blue 25,OEChem,1,https://pubchem.ncbi.nlm.nih.gov/compound/102017117,n/a
Acid Blue 25,OEChem,2,https://pubchem.ncbi.nlm.nih.gov/compound/136728154,n/a
Acid Blue 25,OEChem,3,https://pubchem.ncbi.nlm.nih.gov/compound/10178481,https://patents.google.com/patent/US6919448B2
Acid Blue 25,OEChem,4,https://pubchem.ncbi.nlm.nih.gov/compound/136132324,https://pubchem.ncbi.nlm.nih.gov/patent/US-2005020559-A1
Acid Blue 25,OEChem,5,https://pubchem.ncbi.nlm.nih.gov/compound/90309725,
Acid Blue 25,OEChem,6,https://pubchem.ncbi.nlm.nih.gov/compound/4426440,https://patents.google.com/patent/US20100055044A1
Acid Blue 25,OEChem,7,https://pubchem.ncbi.nlm.nih.gov/compound/67741728,
Acid Blue 25,OEChem,8,https://pubchem.ncbi.nlm.nih.gov/compound/68519583,https://patents.google.com/patent/US20100009927A1
Acid Blue 25,OEChem,9,https://pubchem.ncbi.nlm.nih.gov/compound/69299605,n/a
Acid Blue 25,OEChem,10,https://pubchem.ncbi.nlm.nih.gov/compound/136003417,n/a
Acid Blue 25,OEChem,11,https://pubchem.ncbi.nlm.nih.gov/compound/101659428,n/a
Acid Blue 25,OEChem,12,https://pubchem.ncbi.nlm.nih.gov/compound/136851558,n/a
Acid Blue 25,OEChem,13,https://pubchem.ncbi.nlm.nih.gov/compound/54159364,https://pubchem.ncbi.nlm.nih.gov/patent/US-2015209428-A1
Acid Blue 25,OEChem,14,https://pubchem.ncbi.nlm.nih.gov/compound/91212112,n/a
Acid Blue 25,OEChem,15,https://pubchem.ncbi.nlm.nih.gov/compound/66696851,many
Acid Blue 25,OEChem,16,https://pubchem.ncbi.nlm.nih.gov/compound/136079295,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2009099673-A1
Acid Blue 25,OEChem,17,https://pubchem.ncbi.nlm.nih.gov/compound/69636218,https://patents.google.com/patent/WO2006015714A1
Acid Blue 25,OEChem,18,https://pubchem.ncbi.nlm.nih.gov/compound/66835451,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2006007184-A1
Acid Blue 25,OEChem,19,https://pubchem.ncbi.nlm.nih.gov/compound/69328133,https://pubchem.ncbi.nlm.nih.gov/patent/US-6916799-B2
Acid Blue 25,OEChem,20,https://pubchem.ncbi.nlm.nih.gov/compound/91003879,https://pubchem.ncbi.nlm.nih.gov/patent/US-6423469-B1
Avobenzone,RDKit Atom 0,1,https://pubchem.ncbi.nlm.nih.gov/compound/69397178,https://pubchem.ncbi.nlm.nih.gov/patent/EP-1181000-B1
Avobenzone,RDKit Atom 0,2,https://pubchem.ncbi.nlm.nih.gov/compound/39444601,n/a
Avobenzone,RDKit Atom 0,3,https://pubchem.ncbi.nlm.nih.gov/compound/56836196,https://patents.google.com/patent/EP2600854B1/de
Avobenzone,RDKit Atom 0,4,n/a,n/a
Avobenzone,RDKit Atom 0,5,https://pubchem.ncbi.nlm.nih.gov/compound/131632684,n/a
Avobenzone,RDKit Atom 0,6,n/a,n/a
Avobenzone,RDKit Atom 0,7,https://pubchem.ncbi.nlm.nih.gov/compound/81633789,n/a
Avobenzone,RDKit Atom 0,8,https://pubchem.ncbi.nlm.nih.gov/compound/102107511,n/a
Avobenzone,RDKit Atom 0,9,https://pubchem.ncbi.nlm.nih.gov/compound/8862174,n/a
Avobenzone,RDKit Atom 0,10,https://pubchem.ncbi.nlm.nih.gov/compound/67831086,https://pubchem.ncbi.nlm.nih.gov/patent/WO-9116034-A1
Avobenzone,RDKit Atom 0,11,https://pubchem.ncbi.nlm.nih.gov/compound/43337768,n/a
Avobenzone,RDKit Atom 0,12,https://pubchem.ncbi.nlm.nih.gov/compound/18428769,https://pubchem.ncbi.nlm.nih.gov/patent/US-6448304-B1
Avobenzone,RDKit Atom 0,13,n/a,n/a
Avobenzone,RDKit Atom 0,14,https://pubchem.ncbi.nlm.nih.gov/compound/43321130,n/a
Avobenzone,RDKit Atom 0,15,https://pubchem.ncbi.nlm.nih.gov/compound/72034670,n/a
Avobenzone,RDKit Atom 0,16,https://pubchem.ncbi.nlm.nih.gov/compound/105089397,n/a
Avobenzone,RDKit Atom 0,17,https://pubchem.ncbi.nlm.nih.gov/compound/56836133,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2012016619-A1
Avobenzone,RDKit Atom 0,18,https://pubchem.ncbi.nlm.nih.gov/compound/63411706,n/a
Avobenzone,RDKit Atom 0,19,https://pubchem.ncbi.nlm.nih.gov/compound/115781741,n/a
Avobenzone,RDKit Atom 0,20,https://pubchem.ncbi.nlm.nih.gov/compound/43625029,https://pubchem.ncbi.nlm.nih.gov/patent/US-2018085348-A1
Avobenzone,RDKIT Atom n,1,https://pubchem.ncbi.nlm.nih.gov/compound/102420223,https://patentscope.wipo.int/search/en/result.jsf?inchikey=ZMUYUNCUFSYIOQ-UHFFFAOYSA-N
Avobenzone,RDKIT Atom n,2,https://pubchem.ncbi.nlm.nih.gov/compound/123816547,https://pubchem.ncbi.nlm.nih.gov/patent/US-2018155288-A1
Avobenzone,RDKIT Atom n,3,https://pubchem.ncbi.nlm.nih.gov/compound/89752401,n/a
Avobenzone,RDKIT Atom n,4,https://pubchem.ncbi.nlm.nih.gov/compound/69262951,https://pubchem.ncbi.nlm.nih.gov/patent/WO-9423693-A1
Avobenzone,RDKIT Atom n,5,https://pubchem.ncbi.nlm.nih.gov/compound/89601532,https://patents.google.com/patent/US20140323376A1
Avobenzone,RDKIT Atom n,6,https://pubchem.ncbi.nlm.nih.gov/compound/10592228,n/a
Avobenzone,RDKIT Atom n,7,https://pubchem.ncbi.nlm.nih.gov/compound/102454724,n/a
Avobenzone,RDKIT Atom n,8,https://pubchem.ncbi.nlm.nih.gov/compound/66756943,https://pubchem.ncbi.nlm.nih.gov/patent/US-8119107-B2
Avobenzone,RDKIT Atom n,9,https://pubchem.ncbi.nlm.nih.gov/compound/15262337,n/a
Avobenzone,RDKIT Atom n,10,https://pubchem.ncbi.nlm.nih.gov/compound/121423935,https://patents.google.com/patent/US9452220B2
Avobenzone,RDKIT Atom n,11,https://pubchem.ncbi.nlm.nih.gov/compound/9857795,n/a
Avobenzone,RDKIT Atom n,12,https://pubchem.ncbi.nlm.nih.gov/compound/134950302,n/a
Avobenzone,RDKIT Atom n,13,https://pubchem.ncbi.nlm.nih.gov/compound/89393392,https://pubchem.ncbi.nlm.nih.gov/patent/US-8362177-B1
Avobenzone,RDKIT Atom n,14,https://pubchem.ncbi.nlm.nih.gov/compound/18370144,n/a
Avobenzone,RDKIT Atom n,15,https://pubchem.ncbi.nlm.nih.gov/compound/237566,n/a
Avobenzone,RDKIT Atom n,16,https://pubchem.ncbi.nlm.nih.gov/compound/62393856,n/a
Avobenzone,RDKIT Atom n,17,https://pubchem.ncbi.nlm.nih.gov/compound/117535120,n/a
Avobenzone,RDKIT Atom n,18,https://pubchem.ncbi.nlm.nih.gov/compound/69247116,n/a
Avobenzone,RDKIT Atom n,19,https://pubchem.ncbi.nlm.nih.gov/compound/62745021,n/a
Avobenzone,RDKIT Atom n,20,https://pubchem.ncbi.nlm.nih.gov/compound/67376073,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2004105712-A1
Avobenzone,OEChem,1,https://pubchem.ncbi.nlm.nih.gov/compound/90148382,https://pubchem.ncbi.nlm.nih.gov/patent/US-9059408-B2
Avobenzone,OEChem,2,https://pubchem.ncbi.nlm.nih.gov/compound/89110687,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2010003533-A2
Avobenzone,OEChem,3,https://pubchem.ncbi.nlm.nih.gov/compound/88264669,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2388002-A2
Avobenzone,OEChem,4,https://pubchem.ncbi.nlm.nih.gov/compound/123262979,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2012084941-A1
Avobenzone,OEChem,5,https://pubchem.ncbi.nlm.nih.gov/compound/102300581,n/a
Avobenzone,OEChem,6,https://pubchem.ncbi.nlm.nih.gov/compound/101259804,n/a
Avobenzone,OEChem,7,https://pubchem.ncbi.nlm.nih.gov/compound/88267104,n/a
Avobenzone,OEChem,8,https://pubchem.ncbi.nlm.nih.gov/compound/91595142,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2010050781-A1
Avobenzone,OEChem,9,https://pubchem.ncbi.nlm.nih.gov/compound/10266401,n/a
Avobenzone,OEChem,10,https://pubchem.ncbi.nlm.nih.gov/compound/58802136,https://patents.google.com/patent/US7176237B2
Avobenzone,OEChem,11,https://pubchem.ncbi.nlm.nih.gov/compound/89652998,https://pubchem.ncbi.nlm.nih.gov/patent/EP-1775335-B9
Avobenzone,OEChem,12,https://pubchem.ncbi.nlm.nih.gov/compound/101683095,n/a
Avobenzone,OEChem,13,https://pubchem.ncbi.nlm.nih.gov/compound/10945525,n/a
Avobenzone,OEChem,14,https://pubchem.ncbi.nlm.nih.gov/compound/57236739,https://pubchem.ncbi.nlm.nih.gov/patent/US-4193931-A
Avobenzone,OEChem,15,https://pubchem.ncbi.nlm.nih.gov/compound/123440338,https://patents.google.com/patent/WO2014086032A1
Avobenzone,OEChem,16,https://pubchem.ncbi.nlm.nih.gov/compound/122224185,n/a
Avobenzone,OEChem,17,https://pubchem.ncbi.nlm.nih.gov/compound/23208426,https://patents.google.com/patent/EP0654488B1
Avobenzone,OEChem,18,https://pubchem.ncbi.nlm.nih.gov/compound/87402810,https://patents.google.com/patent/US20130023518A1
Avobenzone,OEChem,19,https://pubchem.ncbi.nlm.nih.gov/compound/68630174,https://pubchem.ncbi.nlm.nih.gov/patent/EP-1641792-B1
Avobenzone,OEChem,20,https://pubchem.ncbi.nlm.nih.gov/compound/88746062,https://pubchem.ncbi.nlm.nih.gov/patent/US-4011140-A
2-diphenylaminocarbazole,RDKit Atom 0,1,https://pubchem.ncbi.nlm.nih.gov/compound/118405815,https://pubchem.ncbi.nlm.nih.gov/patent/US-2015280136-A1
2-diphenylaminocarbazole,RDKit Atom 0,2,https://pubchem.ncbi.nlm.nih.gov/compound/57120863,https://pubchem.ncbi.nlm.nih.gov/patent/US-2021135127-A1
